year_month,person,screen_time_seconds
2017-11,dana bash,14710
2017-12,dana bash,19806
2018-01,dana bash,19349
2018-02,dana bash,21621
2018-03,dana bash,10434
2018-04,dana bash,19284
2018-05,dana bash,20079
2018-06,dana bash,15824
2018-07,dana bash,23933
2018-08,dana bash,15063
2018-09,dana bash,16356
2018-10,dana bash,14195
2018-11,dana bash,11478
2018-12,dana bash,23898
2019-01,dana bash,16088
2019-02,dana bash,22782
2019-03,dana bash,16439
2019-04,dana bash,15015
2019-05,dana bash,11333
2019-06,dana bash,10991
2019-07,dana bash,11262
2019-08,dana bash,7139
2019-09,dana bash,19547
2019-10,dana bash,14907
2019-11,dana bash,10930
2019-12,dana bash,23325
2020-01,dana bash,20692
2020-02,dana bash,17610
2020-03,dana bash,16208
2020-04,dana bash,12085
2020-05,dana bash,18887
2020-06,dana bash,15188
2020-07,dana bash,29723
2010-01,dana perino,3226
2010-02,dana perino,5256
2010-03,dana perino,6750
2010-04,dana perino,4941
2010-05,dana perino,1023
2010-06,dana perino,3333
2010-07,dana perino,10631
2010-08,dana perino,7879
2010-09,dana perino,5775
2010-10,dana perino,6705
2010-11,dana perino,5610
2010-12,dana perino,7948
2011-01,dana perino,5220
2011-02,dana perino,4037
2011-03,dana perino,3985
2011-04,dana perino,5869
2011-05,dana perino,3147
2011-06,dana perino,3663
2011-07,dana perino,8911
2011-08,dana perino,11263
2011-09,dana perino,15094
2011-10,dana perino,17702
2011-11,dana perino,15520
2011-12,dana perino,13307
2012-01,dana perino,14333
2012-02,dana perino,12861
2012-03,dana perino,15775
2012-04,dana perino,11917
2012-05,dana perino,14813
2012-06,dana perino,12622
2012-07,dana perino,14940
2012-08,dana perino,12738
2012-09,dana perino,11755
2012-10,dana perino,18364
2012-11,dana perino,14189
2012-12,dana perino,17991
2013-01,dana perino,15806
2013-02,dana perino,12957
2013-03,dana perino,17193
2013-04,dana perino,12814
2013-05,dana perino,17961
2013-06,dana perino,13467
2013-07,dana perino,12720
2013-08,dana perino,13148
2013-09,dana perino,15035
2013-10,dana perino,13938
2013-11,dana perino,14917
2013-12,dana perino,18252
2014-01,dana perino,14200
2014-02,dana perino,13355
2014-03,dana perino,11226
2014-04,dana perino,14161
2014-05,dana perino,13834
2014-06,dana perino,15677
2014-07,dana perino,15909
2014-08,dana perino,9563
2014-09,dana perino,15239
2014-10,dana perino,15003
2014-11,dana perino,14637
2014-12,dana perino,15900
2015-01,dana perino,11305
2015-02,dana perino,10032
2015-03,dana perino,8839
2015-04,dana perino,9269
2015-05,dana perino,9911
2015-06,dana perino,4708
2015-07,dana perino,8291
2015-08,dana perino,8148
2015-09,dana perino,6390
2015-10,dana perino,8314
2015-11,dana perino,7733
2015-12,dana perino,6727
2016-01,dana perino,7647
2016-02,dana perino,7706
2016-03,dana perino,12050
2016-04,dana perino,8176
2016-05,dana perino,7277
2016-06,dana perino,7753
2016-07,dana perino,4662
2016-08,dana perino,8588
2016-09,dana perino,7641
2016-10,dana perino,12051
2016-11,dana perino,8999
2016-12,dana perino,4726
2017-01,dana perino,6091
2017-02,dana perino,5744
2017-03,dana perino,10405
2017-04,dana perino,21553
2017-05,dana perino,12382
2017-06,dana perino,18935
2017-07,dana perino,21486
2017-08,dana perino,24928
2017-09,dana perino,21505
2017-10,dana perino,17073
2017-11,dana perino,16503
2017-12,dana perino,15195
2018-01,dana perino,22821
2018-02,dana perino,18501
2018-03,dana perino,21809
2018-04,dana perino,19985
2018-05,dana perino,22361
2018-06,dana perino,17115
2018-07,dana perino,21710
2018-08,dana perino,24263
2018-09,dana perino,14870
2018-10,dana perino,23839
2018-11,dana perino,22979
2018-12,dana perino,22617
2019-01,dana perino,22878
2019-02,dana perino,20884
2019-03,dana perino,24465
2019-04,dana perino,21904
2019-05,dana perino,21744
2019-06,dana perino,22606
2019-07,dana perino,18832
2019-08,dana perino,28568
2019-09,dana perino,24435
2019-10,dana perino,31061
2019-11,dana perino,24049
2019-12,dana perino,22453
2020-01,dana perino,16471
2020-02,dana perino,22934
2020-03,dana perino,28144
2020-04,dana perino,44631
2020-05,dana perino,46704
2020-06,dana perino,46816
2020-07,dana perino,31964
2010-01,david gregory,7740
2010-02,david gregory,5119
2010-03,david gregory,4829
2010-04,david gregory,8273
2010-05,david gregory,5864
2010-06,david gregory,4562
2010-07,david gregory,7154
2010-08,david gregory,11387
2010-09,david gregory,8150
2010-10,david gregory,8616
2010-11,david gregory,8402
2010-12,david gregory,7270
2011-01,david gregory,9173
2011-02,david gregory,7227
2011-03,david gregory,4601
2011-04,david gregory,8058
2011-05,david gregory,9463
2011-06,david gregory,6150
2011-07,david gregory,8033
2011-08,david gregory,4187
2011-09,david gregory,6627
2011-10,david gregory,8473
2011-11,david gregory,12804
2011-12,david gregory,8169
2012-01,david gregory,14134
2012-02,david gregory,10120
2012-03,david gregory,8279
2012-04,david gregory,8834
2012-05,david gregory,9824
2012-06,david gregory,6647
2012-07,david gregory,6691
2012-08,david gregory,14136
2012-09,david gregory,8199
2012-10,david gregory,10587
2012-11,david gregory,8112
2012-12,david gregory,13820
2013-01,david gregory,8534
2013-02,david gregory,6793
2013-03,david gregory,9270
2013-04,david gregory,7999
2013-05,david gregory,7509
2013-06,david gregory,7176
2013-07,david gregory,9037
2013-08,david gregory,9789
2013-09,david gregory,11244
2013-10,david gregory,7043
2013-11,david gregory,7889
2013-12,david gregory,10162
2014-01,david gregory,10744
2014-02,david gregory,8276
2014-03,david gregory,8225
2014-04,david gregory,9165
2014-05,david gregory,4780
2014-06,david gregory,8840
2014-07,david gregory,5140
2014-08,david gregory,2728
2014-09,david gregory,165
2014-10,david gregory,40
2014-11,david gregory,0
2014-12,david gregory,74
2015-01,david gregory,27
2015-02,david gregory,27
2015-03,david gregory,12
2015-04,david gregory,27
2015-05,david gregory,9
2015-06,david gregory,6
2015-07,david gregory,9
2015-08,david gregory,33
2015-09,david gregory,902
2015-10,david gregory,36
2015-11,david gregory,35
2015-12,david gregory,317
2016-01,david gregory,867
2016-02,david gregory,8792
2016-03,david gregory,7749
2016-04,david gregory,9634
2016-05,david gregory,6796
2016-06,david gregory,8175
2016-07,david gregory,9873
2016-08,david gregory,319
2016-09,david gregory,4068
2016-10,david gregory,5479
2016-11,david gregory,7080
2016-12,david gregory,5911
2017-01,david gregory,8869
2017-02,david gregory,7478
2017-03,david gregory,10570
2017-04,david gregory,16322
2017-05,david gregory,23856
2017-06,david gregory,14354
2017-07,david gregory,8040
2017-08,david gregory,9314
2017-09,david gregory,9778
2017-10,david gregory,10644
2017-11,david gregory,10867
2017-12,david gregory,8189
2018-01,david gregory,16534
2018-02,david gregory,12402
2018-03,david gregory,9511
2018-04,david gregory,15525
2018-05,david gregory,12869
2018-06,david gregory,7409
2018-07,david gregory,11880
2018-08,david gregory,10022
2018-09,david gregory,3693
2018-10,david gregory,9372
2018-11,david gregory,8535
2018-12,david gregory,6921
2019-01,david gregory,10052
2019-02,david gregory,9090
2019-03,david gregory,7145
2019-04,david gregory,13269
2019-05,david gregory,7949
2019-06,david gregory,6973
2019-07,david gregory,4874
2019-08,david gregory,3674
2019-09,david gregory,7176
2019-10,david gregory,9156
2019-11,david gregory,4168
2019-12,david gregory,6662
2020-01,david gregory,4498
2020-02,david gregory,5155
2020-03,david gregory,3784
2020-04,david gregory,2451
2020-05,david gregory,4141
2020-06,david gregory,4330
2020-07,david gregory,1864
2010-01,don lemon,33513
2010-02,don lemon,21062
2010-03,don lemon,21670
2010-04,don lemon,20868
2010-05,don lemon,22790
2010-06,don lemon,9769
2010-07,don lemon,28853
2010-08,don lemon,28512
2010-09,don lemon,17685
2010-10,don lemon,22874
2010-11,don lemon,14380
2010-12,don lemon,22092
2011-01,don lemon,18520
2011-02,don lemon,22546
2011-03,don lemon,14483
2011-04,don lemon,18787
2011-05,don lemon,11423
2011-06,don lemon,19178
2011-07,don lemon,29722
2011-08,don lemon,18723
2011-09,don lemon,18284
2011-10,don lemon,17009
2011-11,don lemon,17758
2011-12,don lemon,17550
2012-01,don lemon,19245
2012-02,don lemon,30045
2012-03,don lemon,26112
2012-04,don lemon,30704
2012-05,don lemon,22859
2012-06,don lemon,32982
2012-07,don lemon,24959
2012-08,don lemon,15248
2012-09,don lemon,20477
2012-10,don lemon,28085
2012-11,don lemon,19565
2012-12,don lemon,31889
2013-01,don lemon,12525
2013-02,don lemon,12666
2013-03,don lemon,15440
2013-04,don lemon,25574
2013-05,don lemon,5088
2013-06,don lemon,18081
2013-07,don lemon,20427
2013-08,don lemon,12810
2013-09,don lemon,12583
2013-10,don lemon,20531
2013-11,don lemon,13970
2013-12,don lemon,11310
2014-01,don lemon,20332
2014-02,don lemon,24567
2014-03,don lemon,31115
2014-04,don lemon,35181
2014-05,don lemon,29074
2014-06,don lemon,16764
2014-07,don lemon,25540
2014-08,don lemon,32229
2014-09,don lemon,13650
2014-10,don lemon,19845
2014-11,don lemon,22118
2014-12,don lemon,16984
2015-01,don lemon,13908
2015-02,don lemon,15450
2015-03,don lemon,16245
2015-04,don lemon,13124
2015-05,don lemon,14171
2015-06,don lemon,13975
2015-07,don lemon,15931
2015-08,don lemon,17770
2015-09,don lemon,18685
2015-10,don lemon,17707
2015-11,don lemon,13932
2015-12,don lemon,26760
2016-01,don lemon,15377
2016-02,don lemon,25137
2016-03,don lemon,25317
2016-04,don lemon,24102
2016-05,don lemon,26135
2016-06,don lemon,32537
2016-07,don lemon,29239
2016-08,don lemon,30360
2016-09,don lemon,34820
2016-10,don lemon,36754
2016-11,don lemon,42902
2016-12,don lemon,45142
2017-01,don lemon,47592
2017-02,don lemon,35169
2017-03,don lemon,60429
2017-04,don lemon,44813
2017-05,don lemon,39796
2017-06,don lemon,55575
2017-07,don lemon,29252
2017-08,don lemon,47745
2017-09,don lemon,57490
2017-10,don lemon,69234
2017-11,don lemon,57636
2017-12,don lemon,61480
2018-01,don lemon,69439
2018-02,don lemon,64467
2018-03,don lemon,82616
2018-04,don lemon,66089
2018-05,don lemon,69747
2018-06,don lemon,70988
2018-07,don lemon,57399
2018-08,don lemon,82800
2018-09,don lemon,29795
2018-10,don lemon,99684
2018-11,don lemon,90322
2018-12,don lemon,90049
2019-01,don lemon,131497
2019-02,don lemon,100135
2019-03,don lemon,84878
2019-04,don lemon,102830
2019-05,don lemon,105086
2019-06,don lemon,87851
2019-07,don lemon,64309
2019-08,don lemon,83103
2019-09,don lemon,76080
2019-10,don lemon,91091
2019-11,don lemon,60533
2019-12,don lemon,52396
2020-01,don lemon,53258
2020-02,don lemon,58147
2020-03,don lemon,74387
2020-04,don lemon,128915
2020-05,don lemon,112044
2020-06,don lemon,123294
2020-07,don lemon,127843
2010-01,donald trump,1987
2010-02,donald trump,2198
2010-03,donald trump,3956
2010-04,donald trump,8491
2010-05,donald trump,2055
2010-06,donald trump,1737
2010-07,donald trump,3921
2010-08,donald trump,3298
2010-09,donald trump,5809
2010-10,donald trump,3576
2010-11,donald trump,4417
2010-12,donald trump,2248
2011-01,donald trump,2390
2011-02,donald trump,16042
2011-03,donald trump,9566
2011-04,donald trump,47901
2011-05,donald trump,8521
2011-06,donald trump,6141
2011-07,donald trump,3838
2011-08,donald trump,9281
2011-09,donald trump,6131
2011-10,donald trump,20195
2011-11,donald trump,6378
2011-12,donald trump,21010
2012-01,donald trump,7958
2012-02,donald trump,10260
2012-03,donald trump,4012
2012-04,donald trump,3544
2012-05,donald trump,11714
2012-06,donald trump,3456
2012-07,donald trump,5125
2012-08,donald trump,5722
2012-09,donald trump,5431
2012-10,donald trump,7568
2012-11,donald trump,3008
2012-12,donald trump,3915
2013-01,donald trump,4359
2013-02,donald trump,3479
2013-03,donald trump,5000
2013-04,donald trump,5299
2013-05,donald trump,3982
2013-06,donald trump,4295
2013-07,donald trump,4393
2013-08,donald trump,8401
2013-09,donald trump,4701
2013-10,donald trump,7001
2013-11,donald trump,4311
2013-12,donald trump,5674
2014-01,donald trump,4553
2014-02,donald trump,3362
2014-03,donald trump,4962
2014-04,donald trump,6298
2014-05,donald trump,3104
2014-06,donald trump,4295
2014-07,donald trump,4497
2014-08,donald trump,3665
2014-09,donald trump,5086
2014-10,donald trump,6175
2014-11,donald trump,5035
2014-12,donald trump,4478
2015-01,donald trump,5933
2015-02,donald trump,5602
2015-03,donald trump,7870
2015-04,donald trump,8642
2015-05,donald trump,7546
2015-06,donald trump,46799
2015-07,donald trump,137666
2015-08,donald trump,210695
2015-09,donald trump,170965
2015-10,donald trump,105603
2015-11,donald trump,95830
2015-12,donald trump,174071
2016-01,donald trump,194902
2016-02,donald trump,243403
2016-03,donald trump,278923
2016-04,donald trump,207768
2016-05,donald trump,233823
2016-06,donald trump,163923
2016-07,donald trump,172019
2016-08,donald trump,359242
2016-09,donald trump,339109
2016-10,donald trump,393450
2016-11,donald trump,197346
2016-12,donald trump,199374
2017-01,donald trump,221290
2017-02,donald trump,279759
2017-03,donald trump,194757
2017-04,donald trump,206494
2017-05,donald trump,177818
2017-06,donald trump,151358
2017-07,donald trump,184626
2017-08,donald trump,242803
2017-09,donald trump,153793
2017-10,donald trump,188587
2017-11,donald trump,164356
2017-12,donald trump,198653
2018-01,donald trump,254623
2018-02,donald trump,194543
2018-03,donald trump,214189
2018-04,donald trump,190100
2018-05,donald trump,203394
2018-06,donald trump,236785
2018-07,donald trump,240566
2018-08,donald trump,201762
2018-09,donald trump,172379
2018-10,donald trump,210106
2018-11,donald trump,188415
2018-12,donald trump,147435
2019-01,donald trump,236713
2019-02,donald trump,228142
2019-03,donald trump,209833
2019-04,donald trump,176036
2019-05,donald trump,188644
2019-06,donald trump,205654
2019-07,donald trump,153326
2019-08,donald trump,194288
2019-09,donald trump,205611
2019-10,donald trump,259959
2019-11,donald trump,170499
2019-12,donald trump,174766
2020-01,donald trump,137961
2020-02,donald trump,147397
2020-03,donald trump,271167
2020-04,donald trump,355954
2020-05,donald trump,158546
2020-06,donald trump,140548
2020-07,donald trump,163800
2010-01,ed henry,8842
2010-02,ed henry,4800
2010-03,ed henry,9552
2010-04,ed henry,6394
2010-05,ed henry,2357
2010-06,ed henry,2762
2010-07,ed henry,6170
2010-08,ed henry,8040
2010-09,ed henry,11305
2010-10,ed henry,15293
2010-11,ed henry,10510
2010-12,ed henry,11914
2011-01,ed henry,13438
2011-02,ed henry,5275
2011-03,ed henry,8508
2011-04,ed henry,10177
2011-05,ed henry,10204
2011-06,ed henry,1330
2011-07,ed henry,3153
2011-08,ed henry,5243
2011-09,ed henry,4757
2011-10,ed henry,4770
2011-11,ed henry,3579
2011-12,ed henry,3924
2012-01,ed henry,3844
2012-02,ed henry,1965
2012-03,ed henry,2592
2012-04,ed henry,1302
2012-05,ed henry,3801
2012-06,ed henry,2630
2012-07,ed henry,2490
2012-08,ed henry,6669
2012-09,ed henry,8307
2012-10,ed henry,8724
2012-11,ed henry,7177
2012-12,ed henry,11163
2013-01,ed henry,4419
2013-02,ed henry,2855
2013-03,ed henry,4197
2013-04,ed henry,5013
2013-05,ed henry,1206
2013-06,ed henry,4558
2013-07,ed henry,878
2013-08,ed henry,6527
2013-09,ed henry,9846
2013-10,ed henry,16653
2013-11,ed henry,10015
2013-12,ed henry,12885
2014-01,ed henry,6444
2014-02,ed henry,6876
2014-03,ed henry,6811
2014-04,ed henry,6946
2014-05,ed henry,12773
2014-06,ed henry,9091
2014-07,ed henry,10232
2014-08,ed henry,18737
2014-09,ed henry,15651
2014-10,ed henry,15930
2014-11,ed henry,11647
2014-12,ed henry,12653
2015-01,ed henry,9656
2015-02,ed henry,9951
2015-03,ed henry,8958
2015-04,ed henry,7770
2015-05,ed henry,9804
2015-06,ed henry,6975
2015-07,ed henry,10163
2015-08,ed henry,11407
2015-09,ed henry,8578
2015-10,ed henry,11879
2015-11,ed henry,7855
2015-12,ed henry,8376
2016-01,ed henry,11960
2016-02,ed henry,13276
2016-03,ed henry,8678
2016-04,ed henry,11443
2016-05,ed henry,9
2016-06,ed henry,9
2016-07,ed henry,12
2016-08,ed henry,227
2016-09,ed henry,4749
2016-10,ed henry,16698
2016-11,ed henry,19318
2016-12,ed henry,20148
2017-01,ed henry,13672
2017-02,ed henry,6565
2017-03,ed henry,11129
2017-04,ed henry,7275
2017-05,ed henry,7193
2017-06,ed henry,6856
2017-07,ed henry,13531
2017-08,ed henry,7587
2017-09,ed henry,5623
2017-10,ed henry,9140
2017-11,ed henry,9983
2017-12,ed henry,28885
2018-01,ed henry,7908
2018-02,ed henry,17329
2018-03,ed henry,30390
2018-04,ed henry,19870
2018-05,ed henry,19826
2018-06,ed henry,22060
2018-07,ed henry,22753
2018-08,ed henry,26824
2018-09,ed henry,28215
2018-10,ed henry,19278
2018-11,ed henry,30184
2018-12,ed henry,26253
2019-01,ed henry,26168
2019-02,ed henry,22086
2019-03,ed henry,32746
2019-04,ed henry,24521
2019-05,ed henry,20006
2019-06,ed henry,36498
2019-07,ed henry,8686
2019-08,ed henry,20
2019-09,ed henry,20999
2019-10,ed henry,18012
2019-11,ed henry,31315
2019-12,ed henry,37723
2020-01,ed henry,15048
2020-02,ed henry,23074
2020-03,ed henry,15368
2020-04,ed henry,20033
2020-05,ed henry,20538
2020-06,ed henry,17412
2020-07,ed henry,174
2010-01,ed schultz,33063
2010-02,ed schultz,19225
2010-03,ed schultz,37876
2010-04,ed schultz,44117
2010-05,ed schultz,15169
2010-06,ed schultz,14539
2010-07,ed schultz,29562
2010-08,ed schultz,26705
2010-09,ed schultz,40883
2010-10,ed schultz,39884
2010-11,ed schultz,36464
2010-12,ed schultz,29062
2011-01,ed schultz,39875
2011-02,ed schultz,31102
2011-03,ed schultz,34137
2011-04,ed schultz,27993
2011-05,ed schultz,21656
2011-06,ed schultz,21306
2011-07,ed schultz,25256
2011-08,ed schultz,33747
2011-09,ed schultz,28126
2011-10,ed schultz,32835
2011-11,ed schultz,46720
2011-12,ed schultz,47834
2012-01,ed schultz,50898
2012-02,ed schultz,45142
2012-03,ed schultz,47061
2012-04,ed schultz,46689
2012-05,ed schultz,47701
2012-06,ed schultz,37710
2012-07,ed schultz,23867
2012-08,ed schultz,36074
2012-09,ed schultz,34178
2012-10,ed schultz,42158
2012-11,ed schultz,46893
2012-12,ed schultz,32811
2013-01,ed schultz,53134
2013-02,ed schultz,46555
2013-03,ed schultz,25662
2013-04,ed schultz,354
2013-05,ed schultz,6817
2013-06,ed schultz,8107
2013-07,ed schultz,7419
2013-08,ed schultz,12563
